Number,id,missing data,citation1,citation2,citation3,country,country id,latitude,longitude,method,rdt type,month start,year start,month end,year end,lower age,upper age,pf pos,examined,PR,Dummy Time
140,820232,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-10.14581,39.39471,RDT,Paracheck Pf,7,2004,8,2004,0,14,16,38,0.421052632,2000
141,820362,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-10.14501,39.65652,RDT,Paracheck Pf,7,2004,8,2004,0,14,22,28,0.785714286,2000
142,807230,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-10.13888,38.47326,RDT,Paracheck Pf,7,2004,8,2004,0,14,32,35,0.914285714,2000
143,806806,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-10.12954,39.80983,RDT,Paracheck Pf,7,2004,8,2004,0,14,15,25,0.6,2000
144,818024,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-10.1211,38.60112,RDT,Paracheck Pf,7,2004,8,2004,0,14,26,29,0.896551724,2000
145,820911,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-10.11933,39.87041,RDT,Paracheck Pf,7,2004,8,2004,0,14,18,46,0.391304348,2000
146,811875,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-10.11779,39.61302,RDT,Paracheck Pf,7,2004,8,2004,0,14,31,34,0.911764706,2000
147,813743,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-10.11756,39.28629,RDT,Paracheck Pf,7,2004,8,2004,0,14,10,22,0.454545455,2000
148,808553,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-10.11737,39.24843,RDT,Paracheck Pf,7,2004,8,2004,0,14,18,29,0.620689655,2000
149,803975,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-10.1144,39.25872,RDT,Paracheck Pf,7,2004,8,2004,0,14,17,48,0.354166667,2000
150,813019,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-10.10912,39.3334,RDT,Paracheck Pf,7,2004,8,2004,0,14,15,37,0.405405405,2000
151,804328,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-10.10762,39.61694,RDT,Paracheck Pf,7,2004,8,2004,0,14,23,28,0.821428571,2000
152,814176,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-10.09893,39.61944,RDT,Paracheck Pf,7,2004,8,2004,0,14,28,33,0.848484848,2000
153,816173,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-10.09713,38.57816,RDT,Paracheck Pf,7,2004,8,2004,0,14,34,43,0.790697674,2000
154,814941,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-10.08324,39.90486,RDT,Paracheck Pf,7,2004,8,2004,0,14,21,35,0.6,2000
155,816201,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-10.07296,38.49777,RDT,Paracheck Pf,7,2004,8,2004,0,14,32,32,1,2000
156,821149,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-10.07127,38.93314,RDT,Paracheck Pf,7,2004,8,2004,0,14,24,37,0.648648649,2000
157,820575,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-10.05368,38.97985,RDT,Paracheck Pf,7,2004,8,2004,0,14,23,24,0.958333333,2000
158,807290,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-10.04428,39.50504,RDT,Paracheck Pf,7,2004,8,2004,0,14,35,42,0.833333333,2000
159,816409,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-10.04396,39.40727,RDT,Paracheck Pf,7,2004,8,2004,0,14,18,23,0.782608696,2000
160,819313,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-10.04012,39.44778,RDT,Paracheck Pf,7,2004,8,2004,0,14,24,29,0.827586207,2000
161,818810,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-10.03462,38.68818,RDT,Paracheck Pf,7,2004,8,2004,0,14,21,24,0.875,2000
162,815415,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-10.03139,39.62104,RDT,Paracheck Pf,7,2004,8,2004,0,14,27,34,0.794117647,2000
163,806770,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-10.03105,39.61513,RDT,Paracheck Pf,7,2004,8,2004,0,14,22,23,0.956521739,2000
164,813463,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-10.03096,38.88169,RDT,Paracheck Pf,7,2004,8,2004,0,14,19,20,0.95,2000
165,814232,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-10.02914,38.7602,RDT,Paracheck Pf,7,2004,8,2004,0,14,32,33,0.96969697,2000
166,808778,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-10.02884,39.58618,RDT,Paracheck Pf,7,2004,8,2004,0,14,22,26,0.846153846,2000
167,804324,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-10.02741,39.59133,RDT,Paracheck Pf,7,2004,8,2004,0,14,13,22,0.590909091,2000
168,812287,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-10.02116,39.33286,RDT,Paracheck Pf,7,2004,8,2004,0,14,22,27,0.814814815,2000
169,816018,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.98875,38.96297,RDT,Paracheck Pf,7,2004,8,2004,0,14,17,22,0.772727273,2000
170,819868,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.98087,39.03308,RDT,Paracheck Pf,7,2004,8,2004,0,14,15,29,0.517241379,2000
171,811006,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.97704,39.57197,RDT,Paracheck Pf,7,2004,8,2004,0,14,38,42,0.904761905,2000
172,816125,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.97243,38.89465,RDT,Paracheck Pf,7,2004,8,2004,0,14,34,38,0.894736842,2000
173,807324,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.95506,39.33128,RDT,Paracheck Pf,7,2004,8,2004,0,14,9,15,0.6,2000
174,817204,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.95437,39.32763,RDT,Paracheck Pf,7,2004,8,2004,0,14,20,27,0.740740741,2000
175,818876,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.95233,39.26392,RDT,Paracheck Pf,7,2004,8,2004,0,14,31,36,0.861111111,2000
176,816287,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.94728,39.49281,RDT,Paracheck Pf,7,2004,8,2004,0,14,9,12,0.75,2000
177,820799,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.94361,39.37049,RDT,Paracheck Pf,7,2004,8,2004,0,14,32,37,0.864864865,2000
178,809671,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.94258,39.56274,RDT,Paracheck Pf,7,2004,8,2004,0,14,29,32,0.90625,2000
179,804431,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.92156,39.04429,RDT,Paracheck Pf,7,2004,8,2004,0,14,25,29,0.862068966,2000
180,804102,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.91318,39.58113,RDT,Paracheck Pf,7,2004,8,2004,0,14,15,21,0.714285714,2000
181,812740,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.91077,39.58426,RDT,Paracheck Pf,7,2004,8,2004,0,14,15,19,0.789473684,2000
182,809048,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.90769,39.12183,RDT,Paracheck Pf,7,2004,8,2004,0,14,28,32,0.875,2000
183,820285,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.90513,39.07831,RDT,Paracheck Pf,7,2004,8,2004,0,14,33,42,0.785714286,2000
184,819130,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.90306,39.07947,RDT,Paracheck Pf,7,2004,8,2004,0,14,24,34,0.705882353,2000
185,805727,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.90271,38.8974,RDT,Paracheck Pf,7,2004,8,2004,0,14,29,42,0.69047619,2000
186,808164,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.88684,39.47452,RDT,Paracheck Pf,7,2004,8,2004,0,14,36,37,0.972972973,2000
187,813850,,"Mutabingwa, T. (1986). <i>Malaria survey in Ruvuna and Mtwara regions of Southern Tanzania.</i>.", (2010). <i>http://mara-database.org/mara/.</i>: MARA/ARMA. 31 Aug 2010.,"Le Sueur, D., Binka, F., Lengeler, C., De Savigny, D., Snow, B., Teuscher, T. and Toure, Y. (1997).  <b>An atlas of malaria in Africa.</b> <i>Africa health</i>, <b>19</b>(2):23-4",Tanzania (United Republic of),TZA,-9.881,37.999,Microscopy,,8,1986,8,1986,0,99,210,413,0.508474576,2000
188,805712,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.87742,39.61351,RDT,Paracheck Pf,7,2004,8,2004,0,14,31,38,0.815789474,2000
189,811135,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.86786,39.74317,RDT,Paracheck Pf,7,2004,8,2004,0,14,38,45,0.844444444,2000
190,809853,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.86112,39.28596,RDT,Paracheck Pf,7,2004,8,2004,0,14,31,33,0.939393939,2000
191,820793,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.84132,39.46907,RDT,Paracheck Pf,7,2004,8,2004,0,14,32,44,0.727272727,2000
192,803797,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.83522,39.07201,RDT,Paracheck Pf,7,2004,8,2004,0,14,37,43,0.860465116,2000
193,806706,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.8264,39.03082,RDT,Paracheck Pf,7,2004,8,2004,0,14,14,17,0.823529412,2000
194,817104,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.82322,39.54108,RDT,Paracheck Pf,7,2004,8,2004,0,14,19,25,0.76,2000
195,813947,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.8204,39.59066,RDT,Paracheck Pf,7,2004,8,2004,0,14,14,18,0.777777778,2000
196,814370,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.81795,39.73045,RDT,Paracheck Pf,7,2004,8,2004,0,14,28,34,0.823529412,2000
197,821283,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.81254,39.57461,RDT,Paracheck Pf,7,2004,8,2004,0,14,21,26,0.807692308,2000
198,819805,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.80918,39.08464,RDT,Paracheck Pf,7,2004,8,2004,0,14,18,22,0.818181818,2000
199,821795,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.78476,39.37051,RDT,Paracheck Pf,7,2004,8,2004,0,14,47,53,0.886792453,2000
200,815218,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.74325,39.70774,RDT,Paracheck Pf,7,2004,8,2004,0,14,22,30,0.733333333,2000
201,815204,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.73419,39.02927,RDT,Paracheck Pf,7,2004,8,2004,0,14,22,23,0.956521739,2000
202,813728,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.7101,39.56537,RDT,Paracheck Pf,7,2004,8,2004,0,14,26,31,0.838709677,2000
203,819525,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.70574,39.47929,RDT,Paracheck Pf,7,2004,8,2004,0,14,20,24,0.833333333,2000
204,811142,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.67482,39.54842,RDT,Paracheck Pf,7,2004,8,2004,0,14,31,54,0.574074074,2000
205,822015,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.67386,39.54588,RDT,Paracheck Pf,7,2004,8,2004,0,14,17,32,0.53125,2000
206,819718,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.66737,39.40215,RDT,Paracheck Pf,7,2004,8,2004,0,14,46,50,0.92,2000
207,807074,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.64397,39.64461,RDT,Paracheck Pf,7,2004,8,2004,0,14,32,45,0.711111111,2000
208,806269,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.6351,39.504,RDT,Paracheck Pf,7,2004,8,2004,0,14,8,9,0.888888889,2000
209,821497,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.63176,39.41505,RDT,Paracheck Pf,7,2004,8,2004,0,14,16,18,0.888888889,2000
210,804253,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.62513,39.67781,RDT,Paracheck Pf,7,2004,8,2004,0,14,36,47,0.765957447,2000
211,810059,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.60782,39.68421,RDT,Paracheck Pf,7,2004,8,2004,0,14,35,42,0.833333333,2000
212,807616,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.58613,39.39646,RDT,Paracheck Pf,7,2004,8,2004,0,14,22,24,0.916666667,2000
213,803523,,"Schellenberg, D.M. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-9.56174,39.65936,RDT,Paracheck Pf,7,2004,8,2004,0,14,15,18,0.833333333,2000
214,804878,,"Molteni, F. (2008) personal communication.",,,Tanzania (United Republic of),TZA,-9.09355,39.2831,RDT,NA,6,2008,6,2008,0,4,9,42,0.214285714,2000
215,810916,,"Molteni, F. (2008) personal communication.",,,Tanzania (United Republic of),TZA,-9.06263,39.31772,RDT,NA,6,2008,6,2008,0,4,20,48,0.416666667,2000
216,807985,,"Molteni, F. (2008) personal communication.",,,Tanzania (United Republic of),TZA,-8.81057,38.89212,RDT,NA,6,2008,6,2008,0,4,30,52,0.576923077,2000
217,816547,,"Molteni, F. (2006) personal communication.",,,Tanzania (United Republic of),TZA,-8.8024,39.3496,RDT,NA,6,2006,6,2006,0,4,2,50,0.04,2000
218,818884,,"Molteni, F. (2008) personal communication.",,,Tanzania (United Republic of),TZA,-8.7919,38.9528,RDT,NA,6,2008,6,2008,0,4,30,56,0.535714286,2000
219,814376,,"Molteni, F. (2008) personal communication.",,,Tanzania (United Republic of),TZA,-8.755,39.4145,RDT,NA,6,2008,6,2008,0,4,0,39,0,2000
220,804408,,"Molteni, F. (2008) personal communication.",,,Tanzania (United Republic of),TZA,-8.63573,39.36177,RDT,NA,6,2008,6,2008,0,4,6,42,0.142857143,2000
221,815234,,"Molteni, F. (2008) personal communication.",,,Tanzania (United Republic of),TZA,-8.58649,39.25426,RDT,NA,6,2008,6,2008,0,4,20,46,0.434782609,2000
222,817521,,"Molteni, F. (2008) personal communication.",,,Tanzania (United Republic of),TZA,-8.5541,33.4409,RDT,NA,6,2008,6,2008,0,4,0,59,0,2000
223,822742,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-8.5291,36.5207,Microscopy,,6,2006,9,2006,0,15,38,181,0.209944751,2000
224,820498,,"Molteni, F. (2008) personal communication.",,,Tanzania (United Republic of),TZA,-8.52031,33.42082,RDT,NA,6,2008,6,2008,0,4,0,39,0,2000
225,822769,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-8.4862,36.5385,Microscopy,,6,2006,9,2006,0,15,29,90,0.322222222,2000
226,822727,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-8.4778,36.6924,Microscopy,,6,2006,9,2006,0,15,32,83,0.385542169,2000
227,805948,,"Molteni, F. (2008) personal communication.",,,Tanzania (United Republic of),TZA,-8.44419,33.106,RDT,NA,6,2008,6,2008,0,4,0,35,0,2000
228,818776,,"Molteni, F. (2008) personal communication.",,,Tanzania (United Republic of),TZA,-8.43725,33.02594,RDT,NA,6,2008,6,2008,0,4,2,34,0.058823529,2000
229,804724,,"Molteni, F. (2008) personal communication.",,,Tanzania (United Republic of),TZA,-8.4211,33.1625,RDT,NA,6,2008,6,2008,0,4,1,51,0.019607843,2000
230,822766,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-8.4125,36.6788,Microscopy,,6,2006,9,2006,0,15,9,62,0.14516129,2000
231,824970,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-8.4063,36.6295,Microscopy,,6,2006,9,2006,0,15,4,19,0.210526316,2000
232,824976,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-8.3992,36.6777,Microscopy,,6,2006,9,2006,0,15,1,25,0.04,2000
233,822787,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-8.3848,36.6712,Microscopy,,6,2006,9,2006,0,15,9,92,0.097826087,2000
234,810321,,"Molteni, F. (2008) personal communication.",,,Tanzania (United Republic of),TZA,-8.37444,33.17527,RDT,NA,6,2008,6,2008,0,4,0,49,0,2000
235,822829,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-8.3626,36.0779,Microscopy,,6,2006,9,2006,0,15,57,267,0.213483146,2000
236,824982,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-8.3305,36.6703,Microscopy,,6,2006,9,2006,0,15,16,50,0.32,2000
237,822840,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-8.3238,36.117,Microscopy,,6,2006,9,2006,0,15,37,125,0.296,2000
238,822803,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-8.3155,36.126,Microscopy,,6,2006,9,2006,0,15,59,282,0.209219858,2000
239,822791,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-8.3124,36.6797,Microscopy,,6,2006,9,2006,0,15,16,88,0.181818182,2000
240,806793,,"Molteni, F. (2008) personal communication.",,,Tanzania (United Republic of),TZA,-8.311,33.26962,RDT,NA,6,2008,6,2008,0,4,1,35,0.028571429,2000
241,822823,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-8.2662,36.6811,Microscopy,,6,2006,9,2006,0,15,19,68,0.279411765,2000
242,822781,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-8.2402,36.6916,Microscopy,,6,2006,9,2006,0,15,16,128,0.125,2000
243,822797,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-8.19,36.2556,Microscopy,,6,2006,9,2006,0,15,80,497,0.160965795,2000
244,822852,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-8.1545,36.3917,Microscopy,,6,2006,9,2006,0,15,17,196,0.086734694,2000
245,810888,,"Mshinda, H., Mayombana, C., Teuscher, T., Sublet, A., Koella, J.C., Betschart, B. and Tanner, M. (1990). <i>Does malaria treatment with chloroquine increase infectiousness?.</i> Paris, France.",,,Tanzania (United Republic of),TZA,-8.141,36.681,Microscopy,,4,1990,4,1990,0,4,89,297,0.2996633,2000
246,805907,,"Molteni, F. (2008) personal communication.",,,Tanzania (United Republic of),TZA,-8.1388,39.1179,RDT,NA,6,2008,6,2008,0,4,28,56,0.5,2000
247,805394,,"The Kilombero Malaria Project. (1992).  <b>The level of anti-sporozoite antibodies in a highly endemic malaria area and its relationship with exposure to mosquitoes.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>86</b>(5):499-504",,,Tanzania (United Republic of),TZA,-8.132,36.508,Microscopy,,5,1989,5,1989,0,14,640,674,0.949554896,2000
248,812514,,"Babiker, H.A., Lines, J., Hill, W.G. and Walliker, D. (1997).  <b>Population structure of <i>Plasmodium falciparum</i> in villages with different malaria endemicity in east Africa.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>56</b>(2):141-7",,,Tanzania (United Republic of),TZA,-8.113,36.629,Microscopy,,6,1991,6,1991,0,10,51,76,0.671052632,2000
249,822724,,"Kachur, S.P. (2006) personal communication.","Patrick Kachur, S, Schulden, J, Goodman, CA, Kassala, H, Elling, BF, Khatib, RA, Causer, LM, Mkikima, S, Abdulla, S and Bloland, PB. (2006).  <b>Prevalence of malaria parasitemia among clients seeking treatment for fever or malaria at drug stores in rural Tanzania 2004.</b> <i>Tropical medicine & international health : TM & IH</i>, <b>11</b>(4):441-51",,Tanzania (United Republic of),TZA,-8.0979,36.5099,Microscopy,,6,2006,9,2006,0,15,13,154,0.084415584,2000
250,806232,,"Molteni, F. (2008) personal communication.",,,Tanzania (United Republic of),TZA,-8.0857,39.1083,RDT,NA,6,2008,6,2008,0,4,2,50,0.04,2000
251,815102,,"Kilombero Health Research Programme. (1985). <i>Child survival fact sheet - Kikwawila village, Kilombero district, Morogoro region.</i> Ifakara, Tanzania (United Republic of): Swiss Tropical Institute Field Laboratory 13pg.",,,Tanzania (United Republic of),TZA,-8.067,36.75,Microscopy,,10,1985,10,1985,1,9,309,328,0.942073171,2000
