Number,id,missing data,citation1,citation2,citation3,country,country id,latitude,longitude,method,rdt type,month start,year start,month end,year end,lower age,upper age,pf pos,examined,PR,Dummy Time
274,809162,,"Guyatt, H.L., Corlett, S.K., Robinson, T.P., Ochola, S.A. and Snow, R.W. (2002).  <b>Malaria prevention in highland Kenya: indoor residual house-spraying vs. insecticide-treated bednets.</b> <i>Tropical Medicine & International Health</i>, <b>7</b>(4):298-303","Snow, RW. (2002) personal communication.",,Kenya,KEN,-0.826,34.7855,RDT,ICT Malaria Pf,7,2000,8,2000,1,79,14,111,0.126126126,2000
275,809169,,"Leenstra, T., Petersen, L.T., Kariuki, S.K., Oloo, A.J., Kager, P.A. and ter Kuile, F.O. (2005).  <b>Prevalence and severity of malnutrition and age at menarche; cross-sectional studies in adolescent schoolgirls in western Kenya.</b> <i>European Journal of Clinical Nutrition</i>, <b>59</b>(1):41-8","Leenstra, T. (2009) personal communication.",,Kenya,KEN,0.32698,34.44353,Microscopy,,3,1998,3,1998,12,18,6,49,0.12244898,2000
276,809184,,"Marsh, V.M. and Abuya, T. (2004) personal communication.",,,Kenya,KEN,-3.9726,39.5128,RDT,Rapid Uni-Gold,10,2003,10,2003,0.3,5,11,13,0.846153846,2000
277,809190,," Kilifi, KEMRI-Wellcome Trust Research Programme, (2008) personal communication.",,,Kenya,KEN,-3.8467,39.7548,Microscopy,,2,2008,2,2008,0.5,12,14,73,0.191780822,2000
278,809197,,"Marsh, V.M. and Abuya, T. (2004) personal communication.",,,Kenya,KEN,-1.7022,37.8195,RDT,Rapid Uni-Gold,9,2003,9,2003,0.3,4,1,19,0.052631579,2000
279,809200,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-0.27726,37.91971,RDT,Paracheck Pf (Device),10,2009,10,2009,5,17,0,106,0,2000
280,809224,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-0.3592,35.05653,RDT,Paracheck Pf (Device),11,2009,11,2009,5,17,0,110,0,2000
281,809244,,"Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,,Kenya,KEN,-3.09209,39.96988,RDT,OptiMAL-IT,10,2008,10,2008,5,15,7,109,0.064220183,2000
282,809290,,"Marsh, V.M. and Abuya, T. (2004) personal communication.",,,Kenya,KEN,0.4416,34.2183,RDT,Rapid Uni-Gold,2,2003,2,2003,0.7,5,25,28,0.892857143,2000
283,809318,,"Marsh, V.M. and Abuya, T. (2004) personal communication.",,,Kenya,KEN,-1.6358,37.6773,RDT,Rapid Uni-Gold,9,2003,9,2003,0.3,5,1,19,0.052631579,2000
284,809322,,"Montgomery, S.R., Muok, EM, Mwinzi, PN, Williamson, JM, Secor, WE and Karanja, DM. (2008). <i>Estimation of attributable risk of anemia due to schistosomiasis in western Kenya.</i> New Orleans, United States of America.","Montgomery, SR. (2009) personal communication.",,Kenya,KEN,-0.13778,34.38832,Microscopy,,7,2006,7,2006,5,14,28,41,0.682926829,2000
285,809345,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,0.04097,34.94216,RDT,Paracheck Pf (Device),11,2009,11,2009,5,17,0,110,0,2000
286,809355,,"Marsh, V.M. and Abuya, T. (2004) personal communication.",,,Kenya,KEN,-1.6483,37.6815,RDT,Rapid Uni-Gold,9,2002,9,2003,0.6,4,0,18,0,2000
287,809391,,"Mbogo, C.M., Mwangangi, J.M., Nzovu, J., Gu, W., Yan, G., Gunter, J.T., Swalm, C., Keating, J., Regens, J.L., Shililu, J.I., Githure, J.I. and Beier, J.C. (2003).  <b>Spatial and temporal heterogeneity of <i>Anopheles</i> mosquitoes and <i>Plasmodium falciparum</i> transmission along the Kenyan coast.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>68</b>(6):734-42",,,Kenya,KEN,-4.183,39.499,Microscopy,,5,1998,5,1998,6,12,44,100,0.44,2000
288,809392,,"Gitonga, C. and Brooker, S. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-1.33323,40.00616,RDT,Paracheck Pf (Dipstick),3,2009,3,2009,5,17,7,112,0.0625,2000
289,809426,,"Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,,Kenya,KEN,-3.6274,39.46891,RDT,OptiMAL-IT,9,2008,9,2008,5,15,2,106,0.018867925,2000
290,809432,,"Kolaczinski, J.H., Reithinger, R., Worku, D.T., Ocheng, A., Kasimiro, J., Kabatereine, N. and Brooker, S. (2008).  <b>Risk factors of visceral leishmaniasis in East Africa: a case-control study in Pokot territory of Kenya and Uganda.</b> <i>International Journal of Epidemiology</i>, <b>37</b>(2):344-52",,,Kenya,KEN,1.9433,35.0523,RDT,Paracheck Pf,6,2006,9,2006,2,15,1,8,0.125,2000
291,809444,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-1.39517,36.54107,RDT,Paracheck Pf,11,2009,11,2009,5,17,0,110,0,2000
292,809471,,"Marsh, V.M. and Abuya, T. (2004) personal communication.",,,Kenya,KEN,-2.418,37.8869,RDT,Rapid Uni-Gold,9,2003,9,2003,0.6,5,0,12,0,2000
293,809484,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-1.26805,36.74744,RDT,Paracheck Pf (Dipstick),7,2009,7,2009,4,15,1,82,0.012195122,2000
294,809495,,"Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,,Kenya,KEN,-3.01854,40.03863,RDT,OptiMAL-IT,10,2008,10,2008,5,15,0,107,0,2000
295,809500,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,0.68758,34.6925,RDT,Paracheck Pf (Device),9,2009,9,2009,5,17,58,110,0.527272727,2000
296,809508,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,0.53538,34.7651,RDT,Paracheck Pf (Device),9,2009,9,2009,5,17,34,110,0.309090909,2000
297,809518,,"Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,,Kenya,KEN,-3.88999,39.78116,RDT,OptiMAL-IT,9,2008,9,2008,5,15,0,108,0,2000
298,809535,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,0.9392,36.02051,RDT,Paracheck Pf (Device),11,2009,11,2009,5,17,0,110,0,2000
299,809554,,"Marsh, V.M. and Abuya, T. (2004) personal communication.",,,Kenya,KEN,-1.9361,37.5007,RDT,Rapid Uni-Gold,8,2003,8,2003,0.6,4,0,16,0,2000
300,809568,,"Marsh, V.M. and Abuya, T. (2004) personal communication.",,,Kenya,KEN,-1.929,37.5479,RDT,Rapid Uni-Gold,8,2003,8,2003,0.4,4,4,21,0.19047619,2000
301,809583,,"Marsh, V.M. and Abuya, T. (2004) personal communication.",,,Kenya,KEN,-4.4117,39.3776,RDT,Rapid Uni-Gold,9,2003,9,2003,0.4,4,20,20,1,2000
302,809618,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,0.44056,34.51064,RDT,Paracheck Pf (Device),10,2009,10,2009,5,17,41,110,0.372727273,2000
303,809631,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,0.266,36.04712,RDT,Paracheck Pf (Device),11,2009,11,2009,5,17,0,110,0,2000
304,809639,,"Snow, R.W. (1991) personal communication.",,,Kenya,KEN,-3.53392,39.83193,Microscopy,,1,1990,10,1991,0,7,6,18,0.333333333,2000
305,809655,,"Snow, R.W., Omumbo, J.A., Lowe, B., Molyneux, C.S., Obiero, J.O., Palmer, A., Weber, M.W., Pinder, M., Nahlen, B., Obonyo, C., Newbold, C., Gupta, S. and Marsh, K. (1997).  <b>Relation between severe malaria morbidity in children and level of <i>Plasmodium falciparum</i> transmission in Africa.</b> <i>The Lancet</i>, <b>349</b>(9066):1650-4","Snow, R.W. (1997) personal communication.",,Kenya,KEN,-3.6716,39.8033,Microscopy,,6,1995,6,1995,0,9,29,39,0.743589744,2000
306,809662,,"Marsh, V.M. and Abuya, T. (2004) personal communication.",,,Kenya,KEN,0.4016,34.1518,RDT,Rapid Uni-Gold,2,2003,2,2003,0.3,4,33,34,0.970588235,2000
307,809670,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-0.4407,34.9856,RDT,Paracheck Pf (Dipstick),7,2009,7,2009,4,15,0,104,0,2000
308,809679,,"Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,,Kenya,KEN,-4.1562,39.46773,RDT,OptiMAL-IT,10,2008,10,2008,5,15,1,102,0.009803922,2000
309,809702,,"Kimani, E.W., Vulule, J.M., Kuria, I.W. and Mugisha, F. (2006).  <b>Use of insecticide-treated clothes for personal protection against malaria: a community trial.</b> <i>Malaria Journal</i>, <b>5</b>:63",,,Kenya,KEN,0.0544,40.3081,Microscopy,,4,2002,4,2002,0,99,21,198,0.106060606,2000
310,809703,,"Gitonga, C. and Brooker, S. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-1.55798,40.0522,RDT,Paracheck Pf (Dipstick),2,2009,2,2009,5,17,8,108,0.074074074,2000
311,809754,,"Ashford, R.W., Craig, P.S. and Oppenheimer, S.J. (1993).  <b>Polyparasitism on the Kenya coast. 2. Spatial heterogeneity in parasite distributions.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>87</b>(3):283-93",,,Kenya,KEN,-3.53,39.47,Microscopy,,10,1985,3,1986,0,99,44,64,0.6875,2000
312,809794,,"Ashford, R.W., Craig, P.S. and Oppenheimer, S.J. (1992).  <b>Polyparasitism on the Kenya coast. 1. Prevalence, and association between parasitic infections.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>86</b>(6):671-9",,,Kenya,KEN,-3.482,39.616,Microscopy,,10,1985,3,1986,0,9,201,305,0.659016393,2000
313,809203,,"Marsh, K. (1995) personal communication.",,,Kenya,KEN,-3.58988,39.83939,Microscopy,,3,1995,3,1995,0,4,58,136,0.426470588,2000
314,809808,,"Marsh, V.M. and Abuya, T. (2004) personal communication.",,,Kenya,KEN,0.3246,34.2641,RDT,Rapid Uni-Gold,2,2003,2,2003,0.1,5,32,35,0.914285714,2000
315,809827,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,0.53621,36.49162,RDT,Paracheck Pf (Device),11,2009,11,2009,5,17,0,110,0,2000
316,809834,,"Kolaczinski, J.H., Reithinger, R., Worku, D.T., Ocheng, A., Kasimiro, J., Kabatereine, N. and Brooker, S. (2008).  <b>Risk factors of visceral leishmaniasis in East Africa: a case-control study in Pokot territory of Kenya and Uganda.</b> <i>International Journal of Epidemiology</i>, <b>37</b>(2):344-52",,,Kenya,KEN,1.4085,34.9545,RDT,Paracheck Pf,6,2006,9,2006,7,28,1,14,0.071428571,2000
317,809838,,"Mwaniki, D.L. (2002). <i>Anaemia and status of iron, vitamin A and zinc in Kenya.</i> Nairobi, Kenya: UNICEF 256pg.",,,Kenya,KEN,-0.2219,39.4837,Microscopy,,10,1999,10,1999,0,5,3,59,0.050847458,2000
318,814865,,"Marsh, K. (1995) personal communication.",,,Kenya,KEN,-3.58758,39.84923,Microscopy,,3,1995,3,1995,0,4,60,175,0.342857143,2000
319,809947,,"Leenstra, T., Petersen, L.T., Kariuki, S.K., Oloo, A.J., Kager, P.A. and ter Kuile, F.O. (2005).  <b>Prevalence and severity of malnutrition and age at menarche; cross-sectional studies in adolescent schoolgirls in western Kenya.</b> <i>European Journal of Clinical Nutrition</i>, <b>59</b>(1):41-8","Leenstra, T. (2009) personal communication.",,Kenya,KEN,-0.10941,34.3309,Microscopy,,11,1998,11,1998,12,18,14,29,0.482758621,2000
320,812886,,"Marsh, K. (1995) personal communication.",,,Kenya,KEN,-3.5812,39.8638,Microscopy,,3,1995,3,1995,0,4,31,102,0.303921569,2000
321,809970,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,0.00938,34.72518,RDT,Paracheck Pf (Device),11,2009,11,2009,5,17,7,110,0.063636364,2000
322,809980,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-1.0195,37.34178,RDT,Paracheck Pf (Device),11,2009,11,2009,5,17,0,108,0,2000
323,809989,,"Marsh, V.M. and Abuya, T. (2004) personal communication.",,,Kenya,KEN,-2.4055,37.8331,RDT,Rapid Uni-Gold,9,2003,9,2003,0.2,4,1,15,0.066666667,2000
324,810004,,"Slutsker, L., Tipple, M., Keane, V., McCance, C. and Campbell, C.C. (1995).  <b>Malaria in east African refugees resettling to the United States: development of strategies to reduce the risk of imported malaria.</b> <i>The Journal of Infectious Diseases</i>, <b>171</b>(2):489-93",,,Kenya,KEN,-4.045,39.673,Microscopy,,4,1993,4,1993,0,13,21,77,0.272727273,2000
325,810008,," Kilifi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.",,,Kenya,KEN,-3.8637,39.7435,Microscopy,,4,2009,4,2009,4,10,0,5,0,2000
326,810017,,"Marsh, V.M. and Abuya, T. (2004) personal communication.",,,Kenya,KEN,0.3107,34.2928,RDT,Rapid Uni-Gold,2,2003,2,2003,0.1,5,26,32,0.8125,2000
327,810030,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,0.77,34.5769,RDT,Paracheck Pf (Device),9,2009,9,2009,5,17,46,109,0.422018349,2000
328,810051,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-0.08794,37.90511,RDT,Paracheck Pf (Device),10,2009,10,2009,5,17,0,104,0,2000
329,810054,,"Mbogo, C.M., Mwangangi, J.M., Nzovu, J., Gu, W., Yan, G., Gunter, J.T., Swalm, C., Keating, J., Regens, J.L., Shililu, J.I., Githure, J.I. and Beier, J.C. (2003).  <b>Spatial and temporal heterogeneity of <i>Anopheles</i> mosquitoes and <i>Plasmodium falciparum</i> transmission along the Kenyan coast.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>68</b>(6):734-42",,,Kenya,KEN,-3.3397,40.0007,Microscopy,,5,1998,5,1998,6,12,38,99,0.383838384,2000
330,810064,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-0.442,36.48485,RDT,Paracheck Pf,11,2009,11,2009,5,17,0,110,0,2000
331,810078,,"Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,,Kenya,KEN,-3.14289,39.74735,RDT,OptiMAL-IT,10,2008,10,2008,5,15,14,108,0.12962963,2000
332,810085,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,3.36734,39.56667,RDT,Paracheck Pf (Device),10,2009,10,2009,5,17,0,110,0,2000
333,810100,,"Marsh, V.M. and Abuya, T. (2004) personal communication.",,,Kenya,KEN,-1.917,37.5986,RDT,Rapid Uni-Gold,8,2003,8,2003,0.5,4,0,17,0,2000
334,810121,,"Marsh, V.M. and Abuya, T. (2004) personal communication.",,,Kenya,KEN,-1.987,37.8235,RDT,Rapid Uni-Gold,8,2003,8,2003,0.3,4,0,19,0,2000
335,810148,,"Leenstra, T., Petersen, L.T., Kariuki, S.K., Oloo, A.J., Kager, P.A. and ter Kuile, F.O. (2005).  <b>Prevalence and severity of malnutrition and age at menarche; cross-sectional studies in adolescent schoolgirls in western Kenya.</b> <i>European Journal of Clinical Nutrition</i>, <b>59</b>(1):41-8","Leenstra, T. (2009) personal communication.",,Kenya,KEN,0.29475,34.50606,Microscopy,,11,1997,11,1997,12,18,12,34,0.352941176,2000
336,810151,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,0.81127,35.10525,RDT,Paracheck Pf (Device),9,2009,9,2009,5,17,0,110,0,2000
337,810155,,"Snow, R.W. (1991) personal communication.",,,Kenya,KEN,-3.56992,39.83661,Microscopy,,8,1989,10,1991,2,6,1,8,0.125,2000
338,810160,," Kilifi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.",,,Kenya,KEN,-3.5155,39.8628,Microscopy,,4,2009,4,2009,1,12,0,15,0,2000
339,810187,,"Leenstra, T., Petersen, L.T., Kariuki, S.K., Oloo, A.J., Kager, P.A. and ter Kuile, F.O. (2005).  <b>Prevalence and severity of malnutrition and age at menarche; cross-sectional studies in adolescent schoolgirls in western Kenya.</b> <i>European Journal of Clinical Nutrition</i>, <b>59</b>(1):41-8","Leenstra, T. (2009) personal communication.",,Kenya,KEN,-0.15897,34.32792,Microscopy,,11,1998,11,1998,12,18,14,24,0.583333333,2000
340,810215,," Kilifi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.",,,Kenya,KEN,-3.8608,39.7455,Microscopy,,4,2009,4,2009,4,10,2,5,0.4,2000
341,810217,,"Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,,Kenya,KEN,-3.9415,39.46338,RDT,OptiMAL-IT,10,2008,10,2008,5,15,6,109,0.055045872,2000
342,810218,,"Brooker, S. (2008) personal communication.","Clarke, SE, Jukes, MC, Njagi, JK, Khasakhala, L, Cundill, B, Otido, J, Crudder, C, Estambale, BB and Brooker, S. (2008).  <b>Effect of intermittent preventive treatment of malaria on health and education in schoolchildren: a cluster-randomised, double-blind, placebo-controlled trial.</b> <i>Lancet</i>, <b>372</b>(9633):127-38",,Kenya,KEN,-0.0461,34.318,Microscopy,,3,2005,3,2005,5,14,4,52,0.076923077,2000
343,810252,,"Clarke, S.E. and Brooker, S. London, London School of Hygiene & Tropical Medicine, (2005) personal communication.","Clarke, SE, Brooker, S, Njagi, JK, Njau, E, Estambale, B, Muchiri, E and Magnussen, P. (2004).  <b>Malaria morbidity among school children living in two areas of contrasting transmission in western Kenya.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>71</b>(6):732-8",,Kenya,KEN,0.20251,34.97287,Microscopy,,3,2005,3,2005,4,15,49,201,0.243781095,2000
344,810267,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,0.4478,34.66635,RDT,Paracheck Pf (Device),9,2009,9,2009,5,17,43,110,0.390909091,2000
345,810268,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,0.79766,34.73933,RDT,Paracheck Pf (Device),9,2009,9,2009,5,17,31,110,0.281818182,2000
346,810276,," Kilifi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.",,,Kenya,KEN,-3.5105,39.8512,Microscopy,,4,2009,4,2009,2,10,0,6,0,2000
347,810298,,"Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,,Kenya,KEN,-3.7511,39.82501,RDT,OptiMAL-IT,9,2008,9,2008,5,15,5,111,0.045045045,2000
348,810328,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,0.0806,34.3679,RDT,Paracheck Pf (Device),11,2009,11,2009,5,17,82,110,0.745454545,2000
349,810331,,"Snow, R.W. (1991) personal communication.",,,Kenya,KEN,-3.58188,39.86133,Microscopy,,9,1989,12,1991,0,4,9,18,0.5,2000
