WELL_ID,WELL_ADDRE,WELL_CITY,COUNTY,WELL_DEPTH,DIAMETER,longitude,latitude
640030101,1765 MAYTOWN RD,OAK HILL,VOLUSIA,20,2,80-52-54.156,28-51-51.120
650005101,421 J K MOORE RD,CRAWFORDVILLE,WAKULLA,0,4,84-21-51.600,30-8 -28.300
660004901,2306 J.W. HOLLINGTON RD.,FREEPORT,WALTON,280,4,86-2 -18.651,30-30-20.308
010004201,2100 N.E. 39TH AVE.,GAINESVILLE,ALACHUA,0,0,82-17-13.701,29-41-26.496
010006901,"RT. 3, BOX 62 K",GAINESVILLE,ALACHUA,0,0,82-21-56.646,29-48-3.2400
010008401,,GAINESVILLE,ALACHUA,0,0,82-31-21.537,29-34-46.051
010027901,3031 SE 15TH ST,GAINESVILLE,ALACHUA,0,0,82-18-19.130,29-37-27.350
010033201,27723 NW 174TH AVE,HIGH SPRINGS,ALACHUA,0,0,82-38-31.452,29-48-50.202
010035301,3311 NW 37TH ST,GAINESVILLE,ALACHUA,0,4,82-22-40.820,29-40-59.480
010036901,3731 NW 37TH STREET,GAINESVILLE,ALACHUA,0,4,82-22-39.720,29-41-14.570
020004001,13806 COLUMBIA STREET,SANDERSON,BAKER,0,2,82-16-18.612,30-14-56.404
040000501,"RT. 4, BOX 281",STARKE,BRADFORD,0,0,82-11-16.637,29-59-56.811
050000301,7600 S US 1,MICCO,BREVARD,0,0,80-30-36.255,27-53-17.200
050001002,2575 N. COURTENAY PKWY.,MERRITT ISLAND,BREVARD,0,0,80-51-45.899,28-39-33.706
050017401,313 RONALD STREET,COCOA,BREVARD,0,0,80-45-57.002,28-27-28.930
050021401,5455 DIXIE WAY,MIMS,BREVARD,125,0,80-51-59.076,28-47-4.3800
280019901,1300 E. LAKE LOTELA DR.,AVON PARK,HIGHLANDS,0,0,81-28-29.632,27-34-4.2670
280021301,2402 ELDORADO,AVON PARK,HIGHLANDS,0,0,81-27-7.8610,27-33-46.719
280024203,50 LAKE DRIVE,LAKE PLACID,HIGHLANDS,0,0,81-22-11.723,27-17-53.706
280033901,1617 ARBUCKLE CREEK RD.,SEBRING,HIGHLANDS,0,0,81-27-0.9250,27-31-19.452
280037501,3908 26TH STREET,SEBRING,HIGHLANDS,0,0,81-24-53.643,27-23-55.287
280063402,HAPPINESS FARMS,LAKE PLACID,HIGHLANDS,0,0,81-20-41.688,27-18-13.431
280068301,P.O. BOX 820,AVON PARK,HIGHLANDS,0,0,81-31-22.118,27-37-54.446
280072401,5021 LANCER,SEBRING,HIGHLANDS,0,0,81-24-56.664,27-26-26.246
280080001,109 BODENHAM RD.,LAKE PLACID,HIGHLANDS,0,0,81-24-53.966,27-20-26.651
280082901,2151 HARTMAN RD.,AVON PARK,HIGHLANDS,0,0,81-33-13.879,27-35-45.320
280085501,2441 SAN JOSE,AVON PARK,HIGHLANDS,0,2,81-27-6.4490,27-33-10.904
280086501,709 N. VICTORIA PARK RD.,FT. LAUDERDALE,HIGHLANDS,0,0,81-15-1.7070,27-27-44.553
280088801,"RT. 1, BOX 1080",AVON PARK,HIGHLANDS,0,0,81-25-40.219,27-34-40.935
280089001,1101 MARION RD.,AVON PARK,HIGHLANDS,0,0,81-25-32.993,27-35-7.9460
280089701,"RT. 1, BOX 1087",AVON PARK,HIGHLANDS,530,0,81-26-16.362,27-36-31.337
280090101,P.O. BOX 1498,SEBRING,HIGHLANDS,440,0,81-24-2.2170,27-28-36.264
280093101,4515 JASMINE DR.,SEBRING,HIGHLANDS,0,0,81-25-8.5780,27-27-9.2910
280096601,4820 JASMINE DR.,SEBRING,HIGHLANDS,0,0,81-25-3.8260,27-27-8.3300
280098801,8 TWIN LAKES RD.,LAKE PLACID,HIGHLANDS,0,0,81-23-46.406,27-20-37.359
280103301,255 SUNSET DR.,LAKE PLACID,HIGHLANDS,0,0,81-21-12.600,27-15-37.353
280107101,310 N. FONDULAC ROAD,AVON PARK,HIGHLANDS,0,0,81-28-8.0120,27-36-31.618
280116901,6016 OAKLAND RD.,SEBRING,HIGHLANDS,0,0,81-24-31.196,27-27-50.350
280122801,2502 ELDORADO AVE.,AVON PARK,HIGHLANDS,60,2,81-27-4.4090,27-33-45.889
280123201,2021 VAN PELT RD.,SEBRING,HIGHLANDS,0,0,81-23-46.315,27-30-52.160
280128601,22 POLLARD PLACE,LAKE PLACID,HIGHLANDS,75,0,81-19-37.997,27-5 -35.644
280132601,3251 N. SEDGEWICK ROAD,AVON PARK,HIGHLANDS,60,4,81-33-22.389,27-38-44.693
280145101,5314 PRINCE AVE.,SEBRING,HIGHLANDS,0,0,81-24-36.165,27-22-34.209
280147701,3718 RUSHLO ST.,SEBRING,HIGHLANDS,0,0,81-24-7.4520,27-27-54.979
280155409,300 BUCK ISLAND RANCH RD.,LAKE PLACID,HIGHLANDS,95,0,81-11-28.847,27-9 -12.525
280155801,1344 STATE RD. 17 NORTH,LAKE PLACID,HIGHLANDS,0,0,81-21-44.394,27-18-51.298
280156601,430 LAKE JUNE DR.,LAKE PLACID,HIGHLANDS,0,0,81-21-59.720,27-18-35.722
280157301,4726 SILVER PALM DR.,SEBRING,HIGHLANDS,0,0,81-25-8.1370,27-28-23.397
280157601,3021 KEVIN ROAD,AVON PARK,HIGHLANDS,0,0,81-33-4.5650,27-37-20.392
280160401,234 CLOVERLEAF RD.,LAKE PLACID,HIGHLANDS,60,0,81-23-54.592,27-20-13.920
280174401,108 MAIN ST.,LAKE PLACID,HIGHLANDS,0,0,81-21-11.983,27-16-44.631
280176101,4801 OAK CIRCLE,SEBRING,HIGHLANDS,0,0,81-25-33.844,27-27-20.188
280182001,154 ANDERSON ST.,LAKE PLACID,HIGHLANDS,0,0,81-20-47.461,27-16-27.357
280185601,102 14TH STREET SOUTH,SEBRING,HIGHLANDS,80,0,81-24-8.6460,27-25-27.417
280186401,235 HILLSIDE DR.,LAKE PLACID,HIGHLANDS,0,0,81-24-27.241,27-21-27.018
280189901,247 LONGWOOD RD.,SEBRING,HIGHLANDS,0,0,81-23-41.069,27-28-32.914
280190901,2425 ALTVATER RD.,AVON PARK,HIGHLANDS,0,0,81-27-7.4510,27-33-34.044
280192501,2453 ALTVATER RD.,AVON PARK,HIGHLANDS,0,0,81-27-7.4500,27-33-34.374
280198401,2518 SAM REMO AVE.,AVON PARK,HIGHLANDS,0,0,81-27-2.7250,27-33-36.331
280199302,4426 JASMINE DR.,SEBRING,HIGHLANDS,0,0,81-25-9.7750,27-27-10.587
280201801,1800 FONDA RD.,AVON PARK,HIGHLANDS,0,0,81-32-53.194,27-37-10.437
280206801,2565 E. ALTVATER RD.,AVON PARK,HIGHLANDS,0,0,81-27-5.2810,27-33-34.381
280208001,2095 N. TORRINGTON RD.,AVON PARK,HIGHLANDS,0,0,81-32-31.295,27-37-28.684
280213301,2135 N. ROXBURY RD.,AVON PARK,HIGHLANDS,50,2,81-33-9.5510,27-37-32.105
280215101,2615 PRIESTER RD.,AVON PARK,HIGHLANDS,0,0,81-33-25.882,27-38-2.7410
280216001,2385 N. HIGHLANDS BLVD.,AVON PARK,HIGHLANDS,0,2,81-32-6.9230,27-37-46.040
280223201,2680 W. STRYKER RD.,AVON PARK,HIGHLANDS,0,0,81-32-48.210,27-37-2.9900
280231901,2991 N. BUCKINGHAM RD.,AVON PARK,HIGHLANDS,110,4,81-33-2.6630,27-38-27.816
280234101,1761 N. HOMERIC RD.,AVON PARK,HIGHLANDS,0,0,81-32-24.515,27-37-7.5830
280247801,2483 HUNTINGTON RD.,AVON PARK,HIGHLANDS,0,0,81-32-40.668,27-37-47.784
280255301,1839 HARTMAN RD.,AVON PARK,HIGHLANDS,0,0,81-33-6.4230,27-37-12.016
280255401,2823 W. KEVIN RD.,AVON PARK,HIGHLANDS,0,2,81-32-59.834,27-37-22.156
280261001,1898 N. SEMINOLE RD.,AVON PARK,HIGHLANDS,0,0,81-32-8.2500,27-37-17.112
280261801,645 ACRE RD.,SEBRING,HIGHLANDS,0,0,81-22-51.240,27-25-27.660
280273501,1724 MORNINGSIDE RD.,AVON PARK,HIGHLANDS,0,0,81-31-52.124,27-37-9.0780
280274901,115 PINE DR,LAKE PLACID,HIGHLANDS,0,0,81-20-22.675,27-15-22.233
280276101,1865 US 27 S,LAKE PLACID,HIGHLANDS,450,0,81-20-26.503,27-15-13.511
280276701,32 OAK ST,LAKE PLACID,HIGHLANDS,0,0,81-24-41.134,27-19-26.004
280280501,3042 W VERONA RD,AVON PARK,HIGHLANDS,0,0,81-33-15.966,27-37-57.018
280288401,741 LAKE JUNE RD.,LAKE PLACID,HIGHLANDS,0,0,81-23-57.408,27-19-28.344
280292101,406 LAKE  DENTON TERRACE,AVON PARK,HIGHLANDS,100,2,81-29-36.813,27-33-21.304
280293201,117 REDWATER LANE,LAKE PLACID,HIGHLANDS,0,2,81-22-42.625,27-20-59.501
280304801,2081 W. AVON  BLVD.,AVON PARK,HIGHLANDS,60,2,81-32-3.4510,27-37-35.374
280312301,13305 BYRD ST.,SEBRING,HIGHLANDS,0,1,81-24-51.457,27-22-37.559
280317001,2720 EXETER RD,AVON PARK,HIGHLANDS,0,1,81-32-53.536,27-36-50.210
280325601,2040 WEST ENDICOTT ROAD,AVON PARK,HIGHLANDS,0,2,81-32-59.841,27-37-27.444
280344801,8055 TWITTY ROAD,SEBRING,HIGHLANDS,0,4,81-24-51.715,27-25-1.1560
280349301,3166 N. SEDGWICK ROAD,AVON PARK,HIGHLANDS,120,2,81-33-19.970,27-38-38.360
280353701,4401 AVON PINES RD,AVON PARK,HIGHLANDS,0,4,81-25-33.024,27-35-21.444
280368701,131 LAKE RIDGE DRIVE,LAKE PLACID,HIGHLANDS,0,0,81-20-22.585,27-15-34.779
280370201,2041 N FRANKLIN RD,AVON PARK,HIGHLANDS,65,2,81-32-42.950,27-37-26.600
280373401,66 RECREATION DR,VENUS,HIGHLANDS,0,0,81-19-57.648,27-7 -54.282
280374301,26 HOLIDAY DR,VENUS,HIGHLANDS,0,0,81-20-8.6350,27-7 -38.560
280376701,11565 US HWY 27S,SEBRING,HIGHLANDS,545,4,81-25-3.1300,27-23-38.440
280376901,3064 SEDGEWICK ROAD,AVON PARK,HIGHLANDS,0,0,81-33-22.000,27-38-30.160
280380301,2061 N. SAGINAW RD.,AVON PARK,HIGHLANDS,0,2,81-32-42.330,27-37-27.530
290011801,"RT. 2, BOX 1223-A",ODESSA,HILLSBOROU,0,0,82-36-46.496,28-6 -54.374
290014201,513 TELFAIR ST.,BRANDON,HILLSBOROU,0,0,82-18-6.9900,27-56-51.850
290018001,5122 W. KNOX STREET,TAMPA,HILLSBOROU,0,0,82-31-51.960,28-0 -22.150
290019602,14714 N. FLORIDA AVENUE,TAMPA,HILLSBOROU,0,0,82-27-35.720,28-4 -51.820
290030001,1405 S. 78TH STREET,TAMPA,HILLSBOROU,0,0,82-22-7.9500,27-56-8.1000
290033201,2007 RAMPART ST.,TAMPA,HILLSBOROU,0,0,82-26-11.461,28-1 -32.992
290033901,8115 20TH AVE.,TAMPA,HILLSBOROU,0,0,82-21-40.000,27-58-10.670
290034901,4909 W. HANNA AVE.,TAMPA,HILLSBOROU,0,0,82-31-38.770,28-0 -15.020
290042501,10014 HARNEY ROAD,THONOTOSASSA,HILLSBOROU,0,0,82-19-20.190,28-3 -3.8000
290044301,10406 TIMMONS ROAD,THONOTOSASSA,HILLSBOROU,0,0,82-19-10.470,28-2 -56.080
290055301,8720 N TEMPLE AVE,TAMPA,HILLSBOROU,0,2,82-24-27.170,28-1 -52.120
290058701,8423 N. 47TH ST.,TAMPA,HILLSBOROU,0,0,82-24-30.470,28-1 -37.300
290059801,5636 KENNEDY HILL BLVD,SEFFNER,HILLSBOROU,0,4,82-17-59.750,28-0 -7.4200
290067601,8311 TEMPLE PLACE,TAMPA,HILLSBOROU,46,4,82-24-38.142,28-1 -28.038
290084401,1009 E NORFOLK,TAMPA,HILLSBOROU,0,0,82-26-53.640,28-0 -40.240
290086101,2321 W. LASALLE,TAMPA,HILLSBOROU,0,0,82-29-1.8850,27-57-18.842
290089801,11205 MARBOROUGH,SEFFNER,HILLSBOROU,86,0,82-18-52.463,28-1 -2.3590
290092501,8617 N. 37TH ST.,TAMPA,HILLSBOROU,0,0,82-25-4.3570,28-1 -42.247
290103201,11919 FLINT POINTE PLACE,THONOTOSASSA,HILLSBOROU,150,4,82-19-11.892,28-3 -35.017
290118401,9704 ELLISON RD,THONOTOSASSA,HILLSBOROU,0,4,82-19-50.020,28-2 -27.060
290118901,9630 THERESA DR,THONOTOSASSA,HILLSBOROU,0,4,82-19-40.110,28-2 -17.210
290128001,812 HILLSIDE TERRACE,BRANDON,HILLSBOROU,0,4,82-16-19.560,27-56-6.0700
290138801,320 E. TERRACE DR.,PLANT CITY,HILLSBOROU,0,4,82-7 -17.620,28-2 -26.590
290140201,701 E 126TH AVE,TAMPA,HILLSBOROU,0,2,82-27-15.041,28-3 -40.230
290140501,2106 E HAMILTON AVE.,TAMPA,HILLSBOROU,0,2,82-26-6.9600,28-0 -51.800
290145401,19753 OLD LIVINGSTON ROAD,LUTZ,HILLSBOROU,100,3,82-25-43.255,28-10-1.2250
290153001,10408 PAWNEE AVE,TAMPA,HILLSBOROU,0,2,82-24-21.564,28-2 -37.500
290163301,19721 COURTNEY JO LANE,LUTZ,HILLSBOROU,300,4,82-26-17.916,28-9 -53.064
290171201,5507 FOWLER AVE,TAMPA,HILLSBOROU,0,0,82-23-39.372,28-3 -15.264
290175901,137 JAMESON RD,LITHIA,HILLSBOROU,0,4,82-8 -39.260,27-48-33.810
290178901,7808 N HWY 301,TAMPA,HILLSBOROU,0,4,82-21-9.4700,28-1 -11.820
290184901,15449 SYDNEY RD.,DOVER,HILLSBOROU,0,4,82-11-38.530,27-58-17.610
290187001,1320 S TAYLOR RD,SEFFNER,HILLSBOROU,0,4,82-17-21.300,27-59-2.6400
290187501,3209 N 48TH ST,TAMPA,HILLSBOROU,0,2,82-24-11.480,27-58-22.390
290218601,2403 S WIGGINS ROAD,PLANT CITY,HILLSBOROU,0,1,82-3 -57.444,27-59-14.076
310002401,3235 62 CT.,VERO BEACH,INDIAN,0,0,80-57-44.163,27-39-12.083
310003301,4420 OLD DIXIE HIGHWAY,VERO BEACH,INDIAN,0,0,80-24-30.444,27-40-25.666
310009401,9350 US #1,WABASSO,INDIAN,0,0,80-26-32.172,27-45-52.092
310018901,4885 43RD ST,VERO BEACH,INDIAN,0,2,80-26-12.810,27-40-17.000
320000701,"RT. 1, BOX 421",BASCOM,JACKSON,0,0,85-5 -3.3520,30-58-28.329
320003201,"RT. 4, BOX 78",MARIANNA,JACKSON,0,0,85-18-8.7560,30-44-11.671
320003301,4574 HWY 2 W,MALONE,JACKSON,0,0,85-12-48.290,30-57-34.762
320006401,3345 CAVERNS RD.,MARIANNA,JACKSON,0,0,85-12-52.325,30-48-32.601
320011201,P.O. BOX 1501,MARIANNA,JACKSON,0,0,85-10-32.766,30-46-17.665
320012204,2900 NOLAND ST.,MARIANNA,JACKSON,0,0,85-13-15.748,30-46-33.245
320012801,4685 DICKSON ROAD,BASCOM,JACKSON,204,0,85-7 -17.200,30-54-19.100
320015501,"RT. 1, BOX 200",BAKER,OKALOOSA,0,0,86-41-21.480,30-52-49.440
320026701,"RT. 1, BOX 76",BASCOM,JACKSON,0,0,85-3 -15.602,30-58-44.575
320039502,P.O. BOX 207,MALONE,JACKSON,0,0,85-13-1.1810,30-57-31.840
320047101,5464 MCANNLTY RD.,BASCOM,JACKSON,0,2,85-8 -14.050,30-57-56.060
320048503,5675 HUMMINGBIRD ROAD,BASCOM,JACKSON,0,0,85-7 -17.520,30-55-39.030
320050801,"RT. 3, BOX 216",MARIANNA,JACKSON,0,0,85-12-18.295,30-48-41.875
320051901,"RT. 2, BOX 332",MARIANNA,JACKSON,0,0,85-16-7.3750,30-59-34.531
320058301,"RT. 6, BOX 314L",MARIANNA,JACKSON,0,0,85-15-24.894,30-43-9.9050
320058401,5424 FORT ROAD,GREENWOOD,JACKSON,0,0,85-8 -32.225,30-52-13.034
320062702,P.O. BOX 15,BASCOM,JACKSON,0,0,85-6 -21.337,30-53-56.831
320062801,6375 BULLFROG DR.,GREENWOOD,JACKSON,0,3,85-3 -42.000,30-54-19.000
320068001,3616 FLAT ROAD,GREENWOOD,JACKSON,100,0,85-4 -38.292,30-49-36.594
320069901,"RT. 3, BOX 574",MARIANNA,JACKSON,0,0,85-8 -37.935,30-50-32.435
320070602,4523 BARTOW RD,GREENWOOD,JACKSON,95,4,85-6 -39.550,30-53-36.219
320072903,P.O. BOX 262,MALONE,JACKSON,0,0,85-10-48.080,30-57-55.316
320087201,"RT. 1, BOX 156",GRAND RIDGE,JACKSON,0,0,84-57-25.553,30-43-33.124
320090401,"RT. 1, BOX 150",GREENWOOD,JACKSON,0,0,85-2 -37.914,30-55-38.897
320095601,"RT. 1, BOX 98",SNEADS,JACKSON,0,0,84-58-41.978,30-54-33.572
320096001,"RT. 5, BOX 357",MARIANNA,JACKSON,0,0,85-8 -13.211,30-45-52.780
320102601,3726 AMBER RD.,COTTONDALE,JACKSON,0,2,85-5 -23.600,30-50-5.9000
320105701,2053 HWY 2,GRACEVILLE,JACKSON,0,0,85-25-29.048,30-57-9.2360
320111001,"RT. 5, BOX 250-21",MARIANNA,JACKSON,0,0,85-3 -54.262,30-48-34.616
320114501,"RT. 1, BOX 375",GREENWOOD,JACKSON,0,0,85-6 -6.4600,30-51-18.954
320119001,"RT. 4, BOX 167",GRACEVILLE,JACKSON,0,0,85-32-34.626,30-51-49.279
320131801,"RT. 4, BOX 344",GRACEVILLE,JACKSON,0,0,85-29-44.782,30-56-16.902
320132101,P.O. BOX 921,MARIANNA,JACKSON,0,0,85-18-34.195,30-49-3.1770
160166201,12228 BAYONNE ST,JACKSONVILLE,DUVAL,0,0,81-29-44.448,30-16-50.304
160171301,6243 PARK ST,JACKSONVILLE,DUVAL,0,2,81-44-56.760,30-17-42.900
160172101,6155 PARK ST,JACKSONVILLE,DUVAL,0,2,81-44-53.107,30-17-41.907
160177201,2041 OXBOW RD,JACKSONVILLE,DUVAL,0,0,81-47-20.544,30-16-55.344
160188301,14270 PLEASANT PT LN,JACKSONVILLE,DUVAL,550,4,81-28-4.5120,30-21-38.052
160194601,10915 GRAYSON ST,JACKSONVILLE,DUVAL,800,4,81-50-32.748,30-19-12.396
160196901,137 NEW BERLIN RD,JACKSONVILLE,DUVAL,0,0,81-37-58.116,30-27-43.524
160205401,12476 AGATITI,JACKSONVILLE,DUVAL,169,2,81-33-43.812,30-8 -37.824
160210401,5605 LESLIE RD,JACKSONVILLE,DUVAL,0,2,81-44-3.4080,30-14-44.736
160212001,11964 HIDDEN HILLS DR,JACKSONVILLE,DUVAL,40,2,81-30-31.140,30-22-37.560
160221701,3318 TURTON AVE,JACKSONVILLE,DUVAL,0,0,81-42-8.9280,30-24-47.484
160223901,8450 OSTEEN ST,JACKSONVILLE,DUVAL,100,0,81-47-28.320,30-15-0.0000
160230301,5437 POTOMAC AVE,JACKSONVILLE,DUVAL,0,2,81-44-13.164,30-21-27.072
160236501,8497 PLAINEFIELD AVE,ORANGE PARK,DUVAL,0,2,81-42-2.8660,30-11-37.226
160243901,4514 GILBERT ST,JACKSONVILLE,DUVAL,75,2,81-37-48.432,30-16-34.284
160246201,9277 OLD PLANK RD,JACKSONVILLE,DUVAL,188,2,81-48-37.836,30-19-56.172
160249201,11578 ANONA DR W,JACKSONVILLE,DUVAL,100,2,81-33-23.472,30-9 -46.728
160250901,340 LEE ROAD,JACKSONVILLE,DUVAL,0,0,81-32-11.796,30-19-43.464
160259501,11256 GURTLER,JACKSONVILLE,DUVAL,130,2,81-51-2.0880,30-18-43.056
160262201,450 CYNTHIA ST,JACKSONVILLE,DUVAL,0,0,81-46-45.388,30-19-11.564
160265001,321 HAMMOND BLVD,JAX,DUVAL,0,4,81-46-7.4640,30-19-10.308
160269301,12507 LAMAR SHAW RD,JACKSONVILLE,DUVAL,0,2,81-33-50.749,30-8 -33.425
160272101,12858 ATTRILL RD,JACKSONVILLE,DUVAL,0,0,81-33-47.520,30-8 -4.9920
160275501,3532 BETZ LANDING DR,JACKSONVILLE,DUVAL,0,2,81-34-33.528,30-25-8.4180
160281501,6993 JULIET LN,JACKSONVILLE,DUVAL,85,2,81-46-34.788,30-13-15.989
160285501,1659 BERMUDA RD,JACKSONVILLE,DUVAL,0,2,81-26-41.611,30-19-13.174
160290401,9340 ILLINOIS ST,JACKSONVILLE,DUVAL,0,2,81-39-8.3160,30-24-35.892
160291601,6988 MACBETH,JACKSONVILLE,DUVAL,0,2,81-46-40.224,30-13-15.996
160292301,14237 HYATT RD,JAX,DUVAL,0,2,81-37-33.024,30-29-43.692
160307401,6304 TURKNETT RD,JACKSONVILLE,DUVAL,0,2,81-44-45.370,30-13-46.859
160317901,5509 WABASH AVE,JACKSONVILLE,DUVAL,0,2,81-26-32.028,30-12-48.114
160319201,2757 PAUL AVE,JACKSONVILLE,DUVAL,0,2,81-37-45.768,30-16-28.762
160322301,5688 CONNIE JEAN RD,JACKSONVILLE,DUVAL,80,2,81-49-26.400,30-14-35.106
170002901,8383 N. DAVIS HIGHWAY,PENSACOLA,ESCAMBIA,0,0,87-13-7.8200,30-30-58.010
170004101,5318 YELLOW BLUFF RD.,PENSACOLA,ESCAMBIA,0,0,87-24-27.414,30-19-19.920
180000101,"U.S. 1, KORONA",BUNNELL,FLAGLER,0,0,81-11-38.625,29-24-8.9830
200002301,"RT. 3, BOX 4370",QUINCY,GADSDEN,0,0,84-35-38.276,30-32-53.742
210007201,3549 NW 110 ST,BRANFORD,GILCHRIST,0,2,82-52-0.1400,29-53-0.7800
220000601,"RT. 1, BOX 472",MOORE HAVEN,GLADES,0,0,81-13-46.735,26-46-48.485
250000501,"RT. 2, BOX 162",ZOLFO SPRINGS,HARDEE,0,0,81-38-45.732,27-31-8.9720
250007401,"RT. 1, BOX 392",ZOLFO SPRINGS,HARDEE,0,0,81-47-34.352,27-24-41.418
260000701,P.O. BOX 278,LABELLE,HENDRY,0,0,81-20-53.520,26-38-33.000
260003201,4510 SPRINGVIEW CIRCLE,LABELLE,HENDRY,0,0,81-22-37.192,26-46-24.592
260011401,6425 STATE ROAD 29 S,LABELLE,HENDRY,0,4,81-26-9.0000,26-40-10.800
280009301,43 LAKE HENRY DRIVE,LAKE PLACID,HIGHLANDS,75,2,81-22-57.570,27-19-37.200
320424001,4924 FLYNT DR,MARIANNA,JACKSON,0,0,85-11-6.9300,30-45-34.030
320425701,4835 ROOKS DR,MARIANNA,JACKSON,0,0,85-11-32.785,30-45-34.146
320428601,3217 HWY 71 N,MARIANNA,JACKSON,0,0,85-10-52.907,30-47-56.630
320430501,6697 REDDOCH RD,GRAND RIDGE,JACKSON,0,0,85-2 -13.026,30-43-59.439
320433601,4600 DUNAWAY RD,GREENWOOD,JACKSON,0,4,85-3 -12.380,30-53-45.875
320437401,2495 DOUGLAS POND RD,MARIANNA,JACKSON,0,0,85-7 -33.550,30-44-40.860
320438201,5224 WENDY LN,BASCOM,JACKSON,0,2,85-8 -49.009,30-58-18.451
320439201,4232 VALLIE RD,MARIANNA,JACKSON,0,4,85-14-33.232,30-55-30.145
320447601,2800 APALACHEE TR.,MARIANNA,JACKSON,0,4,85-9 -54.780,30-46-8.2800
320448601,2732 INDIAN SPRINGS RD.,MARIANNA,JACKSON,0,0,85-10-34.770,30-45-44.140
320449401,5050 OLD HICKORY CIRCLE,MARIANNA,JACKSON,0,4,85-10-47.480,30-42-21.270
330003401,P.O. BOX 837,WACISSA,JEFFERSON,0,0,83-59-12.610,30-21-33.540
340002601,"RT. 1, BOX 10",MAYO,LAFAYETTE,0,0,83-12-59.711,30-6 -24.857
340009001,RT 3 BOX 61,MAYO,LAFAYETTE,0,0,83-12-16.140,30-2 -47.390
350012001,"RT. 2, BOX 186-N",CLERMONT,LAKE,0,0,81-41-16.372,28-31-31.726
350016701,P.O. BOX 403,MINNEOLA,LAKE,0,0,81-45-14.946,28-35-50.312
350018901,218 PRESTWICK,SORRENTO,LAKE,0,0,81-31-8.7360,28-47-52.417
350019301,BOX 212,KILLARNEY,LAKE,0,0,81-40-26.522,28-33-33.731
350025201,"RT. 1, BOX 88",CLERMONT,LAKE,0,0,81-46-53.548,28-29-2.2730
350041301,"RT.  A2, BOX 137 GB",WINTER GARDEN,LAKE,0,0,81-41-21.948,28-34-8.3850
350068701,12104 ELBERT ST.,CLERMONT,LAKE,0,4,81-46-41.662,28-31-15.878
350072201,9722 STATE RD. 33,GROVELAND,LAKE,0,0,81-50-10.922,28-28-0.6610
350075401,15744 TOWER VIEW RD.,MINNEOLA,LAKE,220,4,81-47-6.1000,28-34-38.100
350082901,13941 MONTEVISTA RD.,CLERMONT,LAKE,0,0,81-50-2.1620,28-32-48.287
350090201,16410 JOHNS LAKE RD.,CLERMONT,LAKE,0,0,81-41-2.7070,28-31-30.160
350092901,15749 VINOLA DRIVE,MONTVERDE,LAKE,175,4,81-41-36.970,28-35-44.200
350094701,2128 ROBIE ROAD,MOUNT DORA,LAKE,0,0,81-37-22.187,28-47-22.220
350094801,18306 W. SHORE LN.,GROVELAND,LAKE,0,2,81-51-23.070,28-36-50.040
350098701,16225 PERU RD.,UMATILLA,LAKE,0,0,81-41-14.348,28-56-55.582
350108301,15610 TURKEY FARM RD.,CLERMONT,LAKE,0,0,81-43-24.011,28-34-24.086
350113901,36120 ALLAN'S ALLEY,EUSTIS,LAKE,0,0,81-36-54.046,28-52-7.6570
350116801,15705 PADDOCK DR.,MONTVERDE,LAKE,0,2,81-43-27.982,28-34-27.048
350120101,7621 FROG LOG LN.,LEESBURG,LAKE,0,0,81-49-49.600,28-47-32.170
350123801,11825 SKYVIEW,CLERMONT,LAKE,0,0,81-39-20.082,28-37-59.702
350124301,13640 1ST AVE.,WINTER GARDEN,LAKE,0,0,81-39-40.212,28-32-43.595
350127001,6733 LAKE KIRKLAND DR,CLERMONT,LAKE,0,0,81-48-2.0400,28-26-43.610
350128801,8047 C.R. 561 SO.,CLERMONT,LAKE,0,4,81-47-54.200,28-28-0.3000
350133501,13447 OAK KNOLL RD.,CLERMONT,LAKE,0,0,81-43-25.380,28-37-4.6640
350134401,10418 LOGHOUSE RD.,CLERMONT,LAKE,0,0,81-46-57.720,28-29-57.785
350145101,22414 LAURAL LN,SORRENTO,LAKE,0,0,81-35-11.472,28-49-17.220
350145401,32326 WOLF BRANCH LN,SORRENTO,LAKE,0,0,81-35-12.516,28-49-12.936
350153101,10941 BRONSON RD,CLERMONT,LAKE,0,2,81-46-25.000,28-31-2.0200
350163701,7328 GANO RD,GROVELAND,LAKE,0,0,81-50-0.6000,28-33-21.564
350165502,25304 ST ANNE STREET,SORRENTO,LAKE,140,4,81-32-19.049,28-48-6.5680
350171501,38201 EAGLE PASS RD,LEESBURG,LAKE,0,0,81-45-14.508,28-54-11.880
350175201,40813 W 4TH AV,UMATILLA,LAKE,0,0,81-38-18.240,28-56-27.240
350182901,25950 SACKAMAXON AVE,MOUNT PLYMOUTH,LAKE,0,0,81-31-39.000,28-48-14.832
350230501,31624 LAKEVIEW DR.,EUSTIS,LAKE,0,2,81-25-54.906,28-56-16.388
350232001,7422 GANO ROAD,GROVELAND,LAKE,126,4,81-49-55.000,28-33-20.600
350236701,40135 AUGUSTA DRIVE,LADYLAKE,LAKE,147,2,81-51-51.050,28-55-58.060
350238101,13435 GREEN ISLE DRIVE,CLERMONT,LAKE,0,2,81-50-19.010,28-32-34.010
350238901,30801 PRESTWICK AVENUE,MOUNT PLYMOUTH,LAKE,170,2,81-31-32.020,28-47-52.080
350242401,19301 WINDJAMMER ROAD,CLERMONT,LAKE,0,4,81-45-13.090,28-37-43.040
